,inteiro_teor,ementa
2287,"the c o rd (3rd class) gmalb / deao / scm / ab / mki These visas of declaration embargoes were reviewed, reported and discussed in a resource of magazine n ° tst-ed-rr-198200-28.1983.5.02.001, in which anibal giampietro ribeiro and embargo banco do brasil s.a. the plaintiff alleges the occurrence of omission in the judgment, more specifically in relation to the nullity plea, by limiting delays, due to the lack of subpoena for the judgment session of the motion for clarification.
not being enough, there was not even an indication of damage (clt, art.
794), remembering that there is no need for oral support in the context of declarations.
therefore, there is no nullity to be recognized.
that said, the ministers of the third class of the higher labor court agree, unanimously, to know and accept the embargoes of declaration, just to remedy the omission pointed out, without granting any modifying effect to the res judicata.","declaration embargoes.

fit.

omission.

if there is an omission in the judgment, the declaratory embargoes are accepted, in order to remedy it, without modifying effect. declaration embargoes known and accepted, without granting a modifying effect to the judgment."
2288,"judgment 5th class gmemp / viewed, reported and discussed these records of interlocutory appeal in magazine resource n ° tst-airr-10151-88.2013.5.08.001, which is an aggravating sanitation company in pará - cosanpa and aggravated by joão carlos da silva morais.
the v. judgment was published on 21/03/2014.
therefore, the legal period for filing the review appeal expired on 03/31/2014.
therefore, the appeal filed on 04/01/2014 is untimely.
conclusion denego follow-up to the review resource.
of the comparison of the grounds of the order, aggravated with the reasons contained in the draft, it is observed that the exposed allegations are not successful in demonstrating the inaccuracy of the order of admissibility, considering, above all, the terms of the decision issued by the regional, showing the correct application of understanding pacified in this court.
Therefore, the negative admissibility order remains, whose grounds become an integral part of the reasons for this decision.","interlocutory appeal. magazine feature.

the denial of following up on the review appeal should be confirmed when its admissibility requirements are not met.

interlocutory appeal."
2289,"the c o rd (8th class) gmmea / frb These visas of declaration embargoes were reviewed, reported and discussed in a resource of magazine n ° tst-ed-rr-91200-62.2006.5.02.046, in which valeria de lourdes serrano costa and embargoed bank bradesco s.a. maintains that the motions for clarification are intended to remedy omission in the judgment.
In terms of plan, it should be noted that the embargoes for declarations have a very restricted area of ​​activity, limited to the cases in which the judged omission, contradiction, obscurity, material error or manifest error in the assessment of the extrinsic assumptions of the appeal are present.
in this context, there is no omission to be remedied, given that this group analyzed the matter submitted to judgment, expressly stating that the regional office did not register whether the claimant habitually extended the six-hour contractual period, a factual requirement required by the 433 , iv, from the tst for the deferral of the hourly intra-day interval, so that the analysis of the appeal insurgency finds procedural obstacle in the overviews 126 and 297, ie ii, of the tst.
thus, it is necessary to accept the embargoes of declaration only to provide the clarifications mentioned above, without, however, having a modifying effect on the judgment.","embargoes of declaration in appeal of magazine. electronic process - reception only to provide clarifications.

the need to improve the jurisdictional provision being verified, it is necessary to accept the embargoes of declaration just to provide clarifications, maintaining, in full, the embargoed decision. declaration embargoes accepted only for clarification."
2290,"the c o rd (8th class) gmmea / bbs / lf These visas of declaration embargoes were reviewed, reported and discussed in a resource of magazine n ° tst-ed-rr-1350-12.2013.5.12.003, in which it is embarantes mocam supermercados ltda and embargada viviane bertoldi.
05), by which the eighth tst class granted the appellant's review appeal, the defendant opposes embargoes of declaration (doc.
strives to grant a modifying effect to the judgment.
vote irregularity of procedural representation.
the summary 164 of the tst teaches that the non-compliance with the determinations contained in §§ 1 and 2 of art.
37, sole paragraph, of the cpc, the non-knowledge of the appeal is immaterial, as it does not exist, except in the case of tacit mandate, not configured in the case of the case, insofar as there is no name of the lawyer who signed this appeal in the minutes of page audience.
13 of the cpc, whose application is restricted to the first degree court.","embargoes of declaration in appeal of magazine - electronic process - irregularity of procedural representation. not knowledge.

it is not known of the embargoes of declaration, for nonexistent, when absent power of attorney conferring powers to its subscriber. declaration embargoes not known."
2291,"the c o rd (8th class) gmmea / bsa seen, reported and discussed these records of ordinary appeal n ° tst-ro-7292-43.2013.5.15.000, in which mabe brasil eletrodomésticos ltda.
this is an ordinary appeal in precautionary action, on pages 213/219 of the electronic process, due to the decision of the 15th region trt.
there was no referral to the public labor ministry.
thus, it is necessary to recognize the loss of the object of the cautionary measure, due to the lack of procedural interest, in view of the impossibility of granting a suspensive effect to an appeal already judged.","ordinary appeal in precautionary action. loss of object.

realizing that the ordinary appeal filed in the main proceedings, in relation to which the suspensive effect was intended, was judged, the cautionary measure has lost its object, due to lack of procedural interest.

extinct process without resolution of the merits, with fulcrum in art. 267, item vi, from cpc."
2292,"the c o rd (6th class) gmacc / rzm / mmbd / pv visas, reported and discussed these records of interlocutory appeal in resource of magazine n ° tst-agr-rr-213-78.2012.5.04.012, in which aggravating municipality of rio grande is aggravated cleusa miriam amorim luz e costa pinho consultancy in services ltda.
against the decision of this 6th class (doc.
vote knowledge is an appeal filed against the judgment of this 6th class.
inapplicability of the principle of appeal fungibility.
( 557, § 1, of the cpc) or regulatory appeal (art.
such resources are intended exclusively to challenge a monocratic decision in the cases expressly provided for.
inapplicable, in this case, the principle of fungibility before the configuration of gross error.
this being said, the ministers of the sixth class of the higher labor court agree, unanimously, not to know about the regimental appeal.","interlocutory appeal. Interposition in the face of collegial decision.

it is unavoidable that the appellate appeal (art. 235 of the ritst) against a decision rendered by a collegiate body is inapplicable, in this case, the principle of fungibility, given the configuration of gross error. intelligence of the tj sbdi-1 oj 412. grievance not known."
2293,"judgment 2nd class gmdma / ras / sm visa, reported and discussed these notices of embargoes of declaration in interlocutory appeal in appeal of magazine no.
2 - merit the union opposes embargoes of declaration to the judgment handed down by this 2nd class, to the argument that there would have been material inaccuracy in the judgment and violation of the so-called principle of independence of the judge.
in the embargoed judgment, the monocratic decision was upheld, which dismissed the interlocutory appeal, as the union's claim was in disagreement with the jurisprudence of this court, embodied in normative precedent 119 of the sdc, thus focusing on the obstacle of the 333st tst, which consequently dismisses any allegation of material inaccuracy or violation of the principle of the judge's independence.
for such reasons, there being no omission and other clarifications on the matter unnecessary, I deny the motion for clarification.","declaration embargoes. assistance contributions. decision in line with the peaceful jurisprudence of this court.

absence of omission in the embargoed judgment, pursuant to arts. 897-a of the clt and 535 of the cpc.

declaration embargoes not provided."
2294,"the c o rd (4th class) dcsger / 2505 these documents of instrument appeal were reviewed, reported and discussed in resource of magazine n ° tst-airr-118-70.2011.5.02.004, in which aggravating fatima cristina de freitas and aggravating ibm brasil - Indústria, Máquinas e Serviços Ltda .. the aggravating part is irrignated with the r. interlocutory decision issued by the vice-presidency of eg.
the claimant adds, in summary, that the review appeal deserves follow-up, as it meets the admissibility assumptions provided for in art.
counter-reasons (pages 499/505 of electronic numbering) and counter-draft (pages 492/496 of electronic numbering) were presented.
however, the interlocutory appeal filed by the plaintiff cannot be known, as it is untimely.
the denial order for the follow-up of the appeal filed by eg.
466, beginning to flow the term for filing the interlocutory appeal on 06/25/2013 (Tuesday), ending on 07/02/2013 (Tuesday).
the interposition petition itself contains information from the distribution sector attesting that the interlocutory appeal was filed after the deadline - 06/25/2013 to 07/02/2013.","interlocutory appeal. magazine feature. timeliness of the grievance. not knowledge.

1. it is not known of the interlocutory appeal in a review appeal when its interposition does not observe the deadline set in paragraph b of art. 897 of the clt, and therefore in disregard for the recourse assumption of timing.

2. an interlocutory appeal that is not known."
2295,"judgment 5th class emp / ap / anp visa, reported and discussed these notices of embargoes of declaration in interlocutory appeal in appeal of magazine n ° tst-ed-ag-airr-609-25.2011.5.04.040, in which is embargo national institute of social insurance - inss and fabiana guaragni and special security force ltda are embargoed.
the 2nd defendant opposes embargoes of declaration in view of the judgment of the 5th class of tst, indicating the defects provided for in articles 897-a of the clt and 535 of the cpc.
thus, it appears that the embargo tries to dismantle a decision that was unfavorable to him, and not to remedy an irregularity, since it does not exist.
it is also pointed out that the defect that the plaintiff understands to have in the judgment could only characterize error in iudicating, subject to modification only by own resource.
therefore, in the absence of any of the defects specified in article 897-a of the clt and the present appeal not being expedient for the party to express its non-conformity regarding the decision rendered, I reject the declaratory embargoes.","declaration embargoes. addictions. inexistence.

if any of the defects specified in articles 535 of the cpc and 897-a of the clt are not evidenced, the opposition to the embargoes of declaration is not feasible.

declaration embargoes rejected."
2296,"the c o rd (4th class) gmmac / r4 / cmf / csl / j / l visas, reported and discussed these notices of embargoes of declaration in embargoes of declaration in appeal of magazine with interlocutory no.
tst-ed-ed-arr-141800-29.2009.5.04.001, in which is embargo josé carlos oliveira and are embargoed federal economic fund - cef and foundation of federal economists - funcef.
merit, the plaintiff opposes the present declaratory embargoes arguing that the decision suffers from omission / contradiction, considering that the reversal of the burden of succumbence was declared, which would be borne by the plaintiff, when the appeal was only provided in relation to the request for differences in the settlement of the reg / replan.
on this path, I grant the embargoes of declaration, as to the point, to remedy the contradiction and subtract from the operative part of the embargoed judgment the reversal of the burden of succumbence.
this being the case, the ministers of the fourth class of the high labor court agree, unanimously, to grant the embargoes of declaration, giving them a modifying effect, in the terms of Precedent No.","declaration embargoes. configured contradiction. modifying effect.

partial dismissal of the action. costs borne by the defendants.

embargoes of declaration provided, with amending effect, in the terms of Precedent No. 278 of this court, in order to solve the contradiction, to exclude from the operative part of the embargoed judgment the inversion of the burden of succumbence.

declaration embargoes provided."
2297,"judgment 6th class acv / cris visa, reported and discussed these notices of embargoes of declaration in interlocutory appeal in resource of magazine n ° tst-ed-airr-38400-53.2009.5.02.040, in which is embarrante municipality of praia grande and embargoed vera lúcia da silva praia grande community medical action - santa casa de praia grande.
5, ii, xxxv, lv, 37, ii and 93, ix, da cf and contrary to the summary 363 of c. tst.
vote i - knowledge of regularly opposed declaration embargos.
ii - the merit of the defendant municipality opposes embargoes of declaration to the decision rendered by it c. 6th class, requiring pronouncement regarding the existence of a null contract.
points nullity for denial of jurisdictional provision, violation of arts.
in effect, v. The embargoed judgment was upheld, considering the factual framework delimited by v. regional judgment, that after the municipality's intervention in a private hospital, the latter became responsible for labor claims, because the succession of employers was characterized under the terms of arts.
therefore, I reject the motion for clarification.","declaration embargoes.

municipality of praia grande. hospital intervention. succession of employers configured. rejection.

Declaration embargoes rejected, because there is no evidence of omission, contradiction or obscurity in the judgment. incidence of articles 897-a of the clt and 535 of the cpc."
2298,"judgment 5th class emp / rbs These visas of embargoes of declaration of appeal were reviewed, reviewed and discussed in appeal against a review with appeal number tst-ed-ag-arr-1366-65.2011.5.03.013, in which itaú unibanco s.a. and embargoed josé márcio de andrade delfim.
maintains that the monocratic decision applied the overtime divider incorrectly.
the grounds for consigning that the decision is in line with the summary in this court's summary 124 were duly consigned in the embargoed judgment, so that all the matter related to the topic under discussion was duly analyzed.
thus, it appears that the embargo tries to dismantle a decision that was unfavorable to him, and not to remedy an irregularity, since it does not exist.
it is also pointed out that the defect that the plaintiff understands to have in the judgment could only characterize error in iudicating, subject to modification only by own resource.","declaration embargoes. addictions. inexistence.

if any of the defects specified in articles 535 of the cpc and 897-a of the clt are not evidenced, the opposition to the embargoes of declaration is not feasible.

declaration embargoes rejected."
2299,"judgment 6th class acv / pc these visas of declaration embargoes in an interlocutory appeal were reviewed, reported and discussed in appeal no.
tst-ed-airr-290-11.2011.5.03.010, in which it is worthy of s.a. and embargoed (a) workers' union in railway companies in the states of Espírito Santo and Minas Gerais - Sindfer.
vote i - knowledge of regularly opposed declaration embargos.
a c. 6th class made it clear that the homogeneous character of the law lies in the origin of the injury, legitimizing the replacement of the union, which has active legitimacy ad causam to act in the defense of the rights and interests, whether collective or individual of the members of the category, as a substitute procedural, pursuant to art.
of the examination of the legal provisions (arts.
therefore, I reject the motion for clarification.","declaration embargoes. legitimacy of the union. homogeneous individual right. omission. hypothesis in which it is not characterized.

the inexistence in v. judged to be omission, contradiction or obscurity in the exact terms of articles 535 of the cpc and 897-a of the clt, leads to the rejection of the embargoes of declaration."
2300,"judgment 6th class acv / pst visa, reported and discussed these documents of interlocutory appeal against appeal in appeal of magazine n ° tst-ag-airr-134200-42.2006.5.02.026, in which aggravating red tinto holding ltda.
vote I know the grievance, because it is regular and timely.
merit in its appeal, the defendant maintains that the minister president of this c. court has no competence to judge the merits of the interlocutory appeal and deny it by means of a monocratic order.
claims that its magazine resource has all the requirements to be known and provided.
the defendant's allegations are impertinent.
5, ii, of the cf, which is not admitted, behold, in this case, the violation of the said device, if any, would occur only reflexively, and not directly.
That said, the ministers of the sixth class of the higher labor court agree, unanimously, to dismiss the appeal.","interlocutory appeal. execution. labor succession. redirection of execution. deprivation.

confirms the decision which, by means of a monocratic order, dismissed the interlocutory appeal, in accordance with the provisions of art. 896, § 2, of clt. interlocutory appeal."
2301,"judgment 6th class ka / st / rm visas, reported and discussed these notices of embargoes of declaration in resource of magazine n ° tst-ed-rr-479-56.2011.5.03.011, in which mgs - minas gerais administration and services s.a. and embargoed wllyssis martinelle dias dos santos.
the sixth tst class granted the appeal filed by the claimant to order the defendant to pay differences in food vouchers and reflexes.
the defendant opposes embargoes of declaration, alleging omissions in the judgment.
that said, the ministers of the sixth class of the superior labor court agree, unanimously, to accept the embargoes of the defendant's declaration to provide the clarifications contained in the grounds.","defendant's declaration embargoes. complainant's review appeal.

food-ticket differences. collective bargaining agreement. declaration embargoes are welcome to provide clarifications."
2302,"the c o rd (3rd class) dccsp / msmf / visa, reported and discussed these notices of embargoes of declaration in interlocutory appeal in resource of magazine n ° tst-ed-airr-64200-17.2012.5.21.002, in which is Brazilian oil sa - petrobras and embargoes marcio pereira da silva and tenace Engenharia e Consultoria Ltda.
disagreed with the ruling that dismissed its interlocutory appeal in a review appeal, petrobras filed a motion for clarification, alleging omission in the judgment.
the defendant opposes a motion for clarification, opposing the decision on the incidence of precedent 331, item iv, of this court in the present case.
as it is noted, the intention of the embargo is to promote a new examination of the appeal, removing an understanding based on the jurisprudence of this court.
this kind of resource only serves to improve the judgment.
therefore, I dismiss the motion for clarification.","declaration embargoes. omission. inexistence.

the declaration embargoes do not lend themselves to convey mere nonconformity on the part of the embargoed decision. therefore, it cannot be intended to give them an effect different from that provided for in arts. 535 of the code of civil procedure and 897-a of clt. declaration embargoes without."
2303,"judgment 5th class emp / anp these visas of declaration embargoes in an interlocutory appeal were reviewed, reported and discussed in appeal No.
tst-ed-airr-1154-26.2012.5.10.000, in which nelba dos santos lucio and embargo (a) pgu).
the fifth class, through the ruling on pages 351-354 of the electronic records denied the interlocutory appeal of the claimant.
the claimant opposes the motion for clarification to the argument that the embargoed judgment did not address all aspects brought in the appeal grounds.
from comparing the reasons contained in the declarations with the grounds adopted in the embargoed judgment, it appears that the embargo tries to dismantle a decision that was unfavorable to it, and not to remedy an irregularity.
under article 897-a of the clt, declaratory embargoes are only applicable when there is obscurity or contradiction in the judgment, the point on which the court should rule is omitted or there is a manifest error in the examination of the extrinsic assumptions of the appeal - hypotheses that are not configured in the present case.","declaration embargoes. addictions. inexistence.

if the existence of any of the defects specified in articles 535 of the cpc and 897-a of the clt has not been demonstrated, the rejection of the motion for clarification is justified.

declaration embargoes rejected."
2304,"the c o rd (3rd class) dccsp / csp / these visas of interlocutory appeal were reviewed, reported and discussed in magazine resource n ° tst-airr-1356-27.2010.5.15.000, in which accumulators ajax ltda is aggravating.
and benedito vitor de lima is aggravated.
I know the instrument appeal because it is regular and timely; without irregularity to be pointed out.
the aggravating allegation claims that the aggravated order deserves reform due to the restriction of defense; that the violation of article 818 of the clt was demonstrated; article 333, i, of the cpc; article 5, ii da cf; e, article 114 of the cc; who presented a clear divergence in jurisprudence; that there is no way to conceive the requirement, in the face of the defendant, of making an appeal deposit beyond the amount of the worker credit, since such legal requirement refers precisely to the prior guarantee of the execution court.
that said, the ministers of the third class of the third class of the higher labor court agree, unanimously, to know the interlocutory appeal, denying it.","interlocutory appeal. magazine feature. aggravated decision.

the decision remains objected to on its own grounds, when there is no contradiction in the interlocutory appeal to the reasons for deciding on the regional. interlocutory appeal not provided."
2305,"judgment 5th class emp / rbs visas, reported and discussed these notices of embargoes of declaration in resource of magazine n ° tst-ed-rr-982-81.2011.5.04.052, in which is embargoing keli rosângela gonçalves baptista and embargoed federal university south border and dominy Serviços corporativos ltda .
the claimant opposes embargoes of declaration in view of the judgment of the 5th class of tst, indicating the defects provided for in articles 897-a of the clt and 535 of the cpc.
thus, it appears that the embargo tries to dismantle a decision that was unfavorable to him, and not to remedy an irregularity, since it does not exist.
under article 897-a of the clt, declaratory embargoes are only applicable when there is obscurity or contradiction in the judgment, the point on which the court should rule is omitted or there is a manifest error in the examination of the extrinsic assumptions of the appeal - hypotheses that are not configured in the present case.
it is also pointed out that the defect that the plaintiff understands to have in the judgment could only characterize error in iudicating, subject to modification only by own resource.","declaration embargoes. addictions. inexistence.

if any of the defects specified in articles 535 of the cpc and 897-a of the clt are not evidenced, the opposition to the embargoes of declaration is not feasible.

declaration embargoes rejected."
2306,"judgment 5th class gmemp / viewed, reported and discussed these records of interlocutory appeal in magazine resource n ° tst-airr-176600-45.2009.5.15.005, in which jbs s.a. intrinsic assumptions working time / overtime.
incidence of overviews 126 and 333 of c. tst.
conclusion denego follow-up to the review resource.
in the interlocutory appeal filed, the feasibility of reviewing the claim to the argument that it met the requirements of article 896, paragraphs a, b, and c, of the clt.
Therefore, the negative admissibility order remains, whose grounds become an integral part of the reasons for this decision.","interlocutory appeal. magazine feature.

the denial of following up on the review appeal should be confirmed when its admissibility requirements are not met.

interlocutory appeal."
2307,"judgment 5th class gmemp / viewed, reported and discussed these records of interlocutory appeal in magazine resource n ° tst-airr-1514-18.2012.5.15.003, in which francisco osvaldo de brito and aggravated municipality of paraguaçu paulista.
this is an interlocutory appeal filed against the order in which the appeal was denied.
intrinsic assumptions individual employment contract / public administration.
the issue regarding the non-acceptance of the deposits of the fgts from the period prior to 10/05/1988 was resolved based on the analysis of the facts and evidence.
conclusion denego follow-up to the review resource.
of the comparison of the grounds of the order, aggravated with the reasons contained in the draft, it is observed that the exposed allegations are not successful in demonstrating the inaccuracy of the order of admissibility, considering, above all, the terms of the decision issued by the regional, showing the correct application of understanding pacified in this court.","interlocutory appeal. magazine feature.

the denial of following up on the review appeal should be confirmed when its admissibility requirements are not met.

interlocutory appeal."
2308,"judgment 5th class emp / igr these visas, reports and motions for clarification of interlocutory appeals in an interlocutory appeal were reviewed, reviewed in appeal No.
tst-ed-ag-airr-437-69.2012.5.02.008, in which Banco Safra SA is an embargo.
the defendant opposes embargoes of declaration to the judgment issued by the 5th tst class, adding that there was an omission regarding overtime, since the plaintiff's confession that he had not worked since the beginning of the contract in an eight-hour day was not considered.
the fact that the claimant did not work eight hours a day for the first two months does not negate the pre-contracting of overtime.
what matters is the moment in which it is agreed, which, in this case, occurred upon admission.
it is also pointed out that the defect that the plaintiff understands to have in the judgment could only characterize error in iudicating, subject to modification only by own resource.","declaration embargoes. addictions. inexistence.

if any of the defects specified in articles 535 of the cpc and 897-a of the clt are not evidenced, the opposition to the embargoes of declaration is not feasible.

declaration embargoes rejected."
2309,"judgment 5th class emp / igr visas, reported and discussed these notices of embargoes of interlocutory appeal in interlocutory appeal in magazine appeal n ° tst-ed-ag-airr-297-37.2012.5.02.044, in which usiminas social security and embargoed embargo josé niuton marques da costa and steel plants of minas gerais sa - usiminas.
the defendant opposes embargoes of declaration to the judgment issued by the 5th tst class, adding that there was an omission regarding the prescription and supplementation of retirement.
argues that the claim is prescribed, as it is a single act.
the cost issue was not the subject of the appeal.
thus, it appears that the embargo tries to dismantle a decision that was unfavorable to him, and not to remedy an irregularity, since it does not exist.
under article 897-a of the clt, declaratory embargoes are only applicable when there is obscurity or contradiction in the judgment, the point on which the court should rule is omitted or there is a manifest error in the examination of the extrinsic assumptions of the appeal - hypotheses that are not configured in the present case.","declaration embargoes. addictions. inexistence.

if any of the defects specified in articles 535 of the cpc and 897-a of the clt are not evidenced, the opposition to the embargoes of declaration is not feasible.

declaration embargoes rejected."
2310,"judgment 5th class emp / igr these visas of embargoes of interlocutory declarations were reviewed, reviewed and discussed in appeal from magazine n ° tst-ed-ag-rr-126700-67.2008.5.03.008, in which lear do brasil industria e commerce de interior automotivos ltda.
and embargoed public ministry of labor of the 3rd region.
the defendant opposes embargoes of declaration in view of the judgment of the 5th tst class, indicating the defects provided for in articles 897-a of the clt and 535 of the cpc.
there was no pronouncement on stj positioning.
thus, it appears that the embargo tries to dismantle a decision that was unfavorable to him, and not to remedy an irregularity, since it does not exist.
it is also pointed out that the defect that the plaintiff understands to have in the judgment could only characterize error in iudicating, subject to modification only by own resource.","declaration embargoes. addictions. inexistence.

if any of the defects specified in articles 535 of the cpc and 897-a of the clt are not evidenced, the opposition to the embargoes of declaration is not feasible.

declaration embargoes rejected."
2311,"judgment 5th class emp / gm these notices of appeal were reviewed, reported and discussed in a resource of magazine n ° tst-ag-rr-1603-28.2010.5.10.001, in which it is an aggravating federal savings bank - cef and aggravated cláudia gomes de araújo.
the defendant filed an interlocutory appeal against the monocratic decision by which the appeal was denied, based on article 557, caput, of the cpc.
the defendant alleges that there is no collective rule applicable to the case by which the Sabbath could be considered as a paid rest day.
asks for the application of the understanding of the summary / tst nº 124, ii, a. is the report.
224 of the clt (summary / tst nº 124, i, a).
therefore, the incidence of the summary / tst nº 124, ii, a. I dismiss it.
That said, the ministers of the fifth class of the higher labor court agree, unanimously, to dismiss the appeal.","grievance of cef. magazine feature.

overtime. Bank officer. divider.

in the specific case and within the limits of the knowledge peculiar to the extraordinary instance, the conclusion of the regional is unavoidable when recognizing that the collective rules brought to the file indicates the appropriation of the Sabbath with a paid rest day.

interlocutory appeal dismissed."
2312,"judgment 5th class emp / cf these notices of embargoes of declaration of interlocutory appeal were reviewed, filed and filed with interlocutory appeal no.
the grounds for applying the provisions of Precedent 126 of the TST were duly recorded in the embargoed judgment, since the regional concluded that the hypothesis of Article 224, § 2 of the clt was characterized, denying the payment of the 7th and 8th hours as extra, of so that all the material related to the topic under discussion was duly analyzed.
thus, it appears that the embargo tries to dismantle a decision that was unfavorable to him, and not to remedy an irregularity, since it does not exist.
it is also pointed out that the defect that the plaintiff understands to have in the judgment could only characterize error in iudicating, subject to modification only by own resource.","declaration embargoes. addictions. inexistence.

if any of the defects specified in articles 535 of the cpc and 897-a of the clt are not evidenced, the opposition to the embargoes of declaration is not feasible.

declaration embargoes rejected."
2313,"the c o rd (5th class) gmcb / ess visa, report and discussion of these embargoes of declaration embargoes in an interlocutory appeal in magazine resource n ° tst-ed-airr-169300-95.2005.5.02.026, in which is embarante proaroma industria e comercio ltda and embargo (a) josé lopes of angels.
vote i - knowledge of declaratory embargoes regularly brought, timely and signed by a qualified attorney.
ii - the material error supported by the sole paragraph of article 897-a, of the clt, alleges the occurrence of contradiction when mentioning union union in the menu, being that at no time was this matter object of the deed.
a material error pointed out by the embarante must be corrected, so that, in the wording of the judgment, on page 555, where it reads union contribution ... pass on to read defection .... thus, with the correction of the material error pointed out in the menu of v. judgment, is replaced by the following: interlocutory appeal.
in effect, the party is limited to reiterating the arguments presented in the review appeal.
grievance of an instrument that is not known.","declaratory embargoes - accepted to correct material error.

If the existence of a material error is detected, its correction is necessary to improve the jurisdictional provision. declaratory embargoes accepted to remedy material error."
2314,"judgment 5th class emp / rcb / anp visas, reported and discussed these notices of embargoes of declaration in resource of magazine n ° tst-ed-rr-735-58.2011.5.09.000, in which it is embargo hélcio luiz ferro and embargo paranaense institute of technical assistance and rural extension - emater .
the claimant opposes embargoes of declaration in view of the judgment of the 5th tst class, indicating the defects provided for in articles 897-a of the clt and 535 of the cpc.
maintains that the salary progression sought by the claimant is linked to state laws and not to a collective agreement or internal rule of the defendant .
thus, it appears that the embargo tries to dismantle a decision that was unfavorable to him, and not to remedy an irregularity, since it does not exist.
under article 897-a of the clt, declaratory embargoes are only applicable when there is obscurity or contradiction in the judgment, the point on which the court should rule is omitted or there is a manifest error in the examination of the extrinsic assumptions of the appeal - hypotheses that are not configured in the present case.
it is also pointed out that the defect that the plaintiff understands to have in the judgment could only characterize error in iudicating, subject to modification only by own resource.","declaration embargoes. addictions. inexistence.

if any of the defects specified in articles 535 of the cpc and 897-a of the clt are not evidenced, the opposition to the embargoes of declaration is not feasible.

declaration embargoes rejected."
2315,"judgment 5th class gmemp / viewed, reported and discussed these records of interlocutory appeal in magazine resource n ° tst-airr-803-98.2012.5.15.013, in which the municipality of piracicaba and aggravated by mário celso martins.
vote i - knowledge present the extrinsic assumptions of admissibility, I know.
intrinsic assumptions duration of work / paid weekly rest and holiday.
the collected edges are unsuitable for confrontation, as they do not fulfill the requirements of art.
conclusion denego follow-up to the review resource.
of the comparison of the grounds of the order, aggravated with the reasons contained in the draft, it is observed that the exposed allegations are not successful in demonstrating the inaccuracy of the order of admissibility, considering, above all, the terms of the decision issued by the regional, showing the correct application of understanding pacified in this court.
Therefore, the negative admissibility order remains, whose grounds become an integral part of the reasons for this decision.","interlocutory appeal. magazine feature.

the denial of following up on the review appeal should be confirmed when its admissibility requirements are not met.

interlocutory appeal."
2316,"judgment 5th class emp / eac / anp These notices of embargoes of declaration of appeal were seen, reported and discussed in embargoes of declaration in embargoes of declaration in appeal of magazine n ° tst-ed-ag-ed-ed-rr-22800-88.2009.5.02.046, in which it is embarrante antónio trindade dos santos and embargada volkswagen do brasil motor vehicle industry ltda.
the claimant opposes new embargoes of declaration in view of the judgment of the 5th tst class, indicating the defects provided for in articles 897-a of the clt and 535 of the cpc.
thus, it appears that the embargo tries to dismantle a decision that was unfavorable to him, and not to remedy an irregularity, since it does not exist.
it is also pointed out that the defect that the plaintiff understands to have in the judgment could only characterize error in iudicating, subject to modification only by own resource.
therefore, in the absence of any of the defects specified in article 897-a of the clt and the present appeal not being expedient for the party to express its non-conformity regarding the decision rendered, I reject the declaratory embargoes.
warn, opportunely, that a new attempt to procrastinate will not be tolerated.","declaration embargoes. addictions. inexistence.

if any of the defects specified in articles 535 of the cpc and 897-a of the clt are not evidenced, the opposition to the embargoes of declaration is not feasible.

declaration embargoes rejected."
2317,"judgment 5th class emp / igr these visas of embargoes of declaration of interlocutory appeal were reviewed, reviewed and discussed with appeal no.
tst-ed-ag-arr-982-49.2012.5.12.002, in which klabin s.a. and embargoed carlos alexandre lopes bruning and União (pgf).
the defendant opposes embargoes of declaration to the judgment issued by the 5th tst class, adding that there was an omission regarding the analysis of the intra-day break.
he adds that there are constitutional rules authorizing the modification of working hours, which makes the collective bargaining that reduced the intra-day interval valid.
the grounds for not allowing the reduction of the intra-day interval as carried out in the case file were duly consigned in the embargoed judgment, so that all the matter relating to the subject under discussion was duly analyzed.","declaration embargoes. addictions. inexistence.

if any of the defects specified in articles 535 of the cpc and 897-a of the clt are not evidenced, the opposition to the embargoes of declaration is not feasible.

declaration embargoes rejected."
2318,"judgment 5th class gmemp / viewed, reported and discussed these records of interlocutory appeal in magazine resource n ° tst-airr-900-90.2012.5.15.007, in which the municipality of batatais and aggravated vilma appeared christo gargano.
ii - merit refers to an interlocutory appeal filed against the order in which the appeal was reviewed, in view of the following grounds: extrinsic assumptions timely the appeal (decision published on 09/13/2013; appeal submitted on 09/16/2013).
intrinsic assumptions of remuneration, indemnity funds and benefits / additional.
conclusion denego follow-up to the review resource.
of the comparison of the grounds of the order, aggravated with the reasons contained in the draft, it is observed that the exposed allegations are not successful in demonstrating the inaccuracy of the order of admissibility, considering, above all, the terms of the decision issued by the regional, showing the correct application of understanding pacified in this court.
Therefore, the negative admissibility order remains, whose grounds become an integral part of the reasons for this decision.","interlocutory appeal. magazine feature.

the denial of following up on the review appeal should be confirmed when its admissibility requirements are not met.

interlocutory appeal."
